ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT
PAX8	paired box 8(PAX8)	Homo sapiens	GO:0001655~urogenital system development,GO:0001658~branching involved in ureteric bud morphogenesis,GO:0001822~kidney development,GO:0001823~mesonephros development,GO:0003281~ventricular septum development,GO:0003337~mesenchymal to epithelial transition involved in metanephros morphogenesis,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006790~sulfur compound metabolic process,GO:0007417~central nervous system development,GO:0009653~anatomical structure morphogenesis,GO:0010667~negative regulation of cardiac muscle cell apoptotic process,GO:0030154~cell differentiation,GO:0030878~thyroid gland development,GO:0038194~thyroid-stimulating hormone signaling pathway,GO:0039003~pronephric field specification,GO:0042472~inner ear morphogenesis,GO:0042981~regulation of apoptotic process,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048793~pronephros development,GO:0048856~anatomical structure development,GO:0071371~cellular response to gonadotropin stimulus,GO:0071599~otic vesicle development,GO:0072050~S-shaped body morphogenesis,GO:0072108~positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,GO:0072164~mesonephric tubule development,GO:0072207~metanephric epithelium development,GO:0072221~metanephric distal convoluted tubule development,GO:0072278~metanephric comma-shaped body morphogenesis,GO:0072284~metanephric S-shaped body morphogenesis,GO:0072289~metanephric nephron tubule formation,GO:0072305~negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis,GO:0072307~regulation of metanephric nephron tubule epithelial cell differentiation,GO:0090190~positive regulation of branching involved in ureteric bud morphogenesis,GO:1900212~negative regulation of mesenchymal cell apoptotic process involved in metanephros development,GO:1900215~negative regulation of apoptotic process involved in metanephric collecting duct development,GO:1900218~negative regulation of apoptotic process involved in metanephric nephron tubule development,GO:2000594~positive regulation of metanephric DCT cell differentiation,GO:2000611~positive regulation of thyroid hormone generation,GO:2000612~regulation of thyroid-stimulating hormone secretion,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0004996~thyroid-stimulating hormone receptor activity,GO:0005515~protein binding,GO:1990837~sequence-specific double-stranded DNA binding,
PXN	paxillin(PXN)	Homo sapiens	GO:0006355~regulation of transcription, DNA-templated,GO:0007155~cell adhesion,GO:0007160~cell-matrix adhesion,GO:0007165~signal transduction,GO:0007172~signal complex assembly,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0034446~substrate adhesion-dependent cell spreading,GO:0034614~cellular response to reactive oxygen species,GO:0043542~endothelial cell migration,GO:0051496~positive regulation of stress fiber assembly,GO:0060396~growth hormone receptor signaling pathway,	GO:0001725~stress fiber,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005875~microtubule associated complex,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0005925~focal adhesion,GO:0005938~cell cortex,GO:0030027~lamellipodium,	GO:0003712~transcription cofactor activity,GO:0005515~protein binding,GO:0008013~beta-catenin binding,GO:0017166~vinculin binding,GO:0019903~protein phosphatase binding,GO:0038191~neuropilin binding,GO:0046872~metal ion binding,
PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1(PIN1)	Homo sapiens	GO:0000413~protein peptidyl-prolyl isomerization,GO:0001666~response to hypoxia,GO:0001932~regulation of protein phosphorylation,GO:0001934~positive regulation of protein phosphorylation,GO:0007049~cell cycle,GO:0007088~regulation of mitotic nuclear division,GO:0010468~regulation of gene expression,GO:0030182~neuron differentiation,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0031647~regulation of protein stability,GO:0032091~negative regulation of protein binding,GO:0032092~positive regulation of protein binding,GO:0032465~regulation of cytokinesis,GO:0035307~positive regulation of protein dephosphorylation,GO:0042177~negative regulation of protein catabolic process,GO:0043524~negative regulation of neuron apoptotic process,GO:0043525~positive regulation of neuron apoptotic process,GO:0043547~positive regulation of GTPase activity,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0050808~synapse organization,GO:0050821~protein stabilization,GO:0051443~positive regulation of ubiquitin-protein transferase activity,GO:0060393~regulation of pathway-restricted SMAD protein phosphorylation,GO:0061051~positive regulation of cell growth involved in cardiac muscle cell development,GO:0070373~negative regulation of ERK1 and ERK2 cascade,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:1900180~regulation of protein localization to nucleus,GO:1902430~negative regulation of beta-amyloid formation,GO:2000146~negative regulation of cell motility,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0016607~nuclear speck,GO:0030496~midbody,GO:0036064~ciliary basal body,GO:0043005~neuron projection,GO:0098978~glutamatergic synapse,GO:0099524~postsynaptic cytosol,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0003774~motor activity,GO:0005515~protein binding,GO:0008013~beta-catenin binding,GO:0016853~isomerase activity,GO:0016859~cis-trans isomerase activity,GO:0031434~mitogen-activated protein kinase kinase binding,GO:0032794~GTPase activating protein binding,GO:0048156~tau protein binding,GO:0050815~phosphoserine binding,GO:0050816~phosphothreonine binding,GO:0051219~phosphoprotein binding,
PPIC	peptidylprolyl isomerase C(PPIC)	Homo sapiens	GO:0000413~protein peptidyl-prolyl isomerization,GO:0006457~protein folding,	GO:0005737~cytoplasm,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0005515~protein binding,GO:0016018~cyclosporin A binding,
PPIE	peptidylprolyl isomerase E(PPIE)	Homo sapiens	GO:0000398~mRNA splicing, via spliceosome,GO:0000413~protein peptidyl-prolyl isomerization,GO:0006355~regulation of transcription, DNA-templated,GO:0006457~protein folding,GO:0045070~positive regulation of viral genome replication,	GO:0005576~extracellular region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016607~nuclear speck,GO:0034774~secretory granule lumen,GO:0071007~U2-type catalytic step 2 spliceosome,GO:0071013~catalytic step 2 spliceosome,GO:1904813~ficolin-1-rich granule lumen,	GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0005515~protein binding,GO:0008143~poly(A) binding,GO:0016018~cyclosporin A binding,
PCM1	pericentriolar material 1(PCM1)	Homo sapiens	GO:0001764~neuron migration,GO:0007098~centrosome cycle,GO:0022027~interkinetic nuclear migration,GO:0031122~cytoplasmic microtubule organization,GO:0034453~microtubule anchoring,GO:0034454~microtubule anchoring at centrosome,GO:0035176~social behavior,GO:0035735~intraciliary transport involved in cilium assembly,GO:0050768~negative regulation of neurogenesis,GO:0060271~cilium assembly,GO:0071539~protein localization to centrosome,GO:0090316~positive regulation of intracellular protein transport,GO:0097150~neuronal stem cell population maintenance,GO:1905515~non-motile cilium assembly,	GO:0000242~pericentriolar material,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005814~centriole,GO:0005829~cytosol,GO:0016020~membrane,GO:0031965~nuclear membrane,GO:0032991~macromolecular complex,GO:0034451~centriolar satellite,GO:0035869~ciliary transition zone,GO:0036064~ciliary basal body,GO:0045177~apical part of cell,	GO:0005515~protein binding,GO:0042802~identical protein binding,
PEX11A	peroxisomal biogenesis factor 11 alpha(PEX11A)	Homo sapiens	GO:0007031~peroxisome organization,GO:0007165~signal transduction,GO:0016557~peroxisome membrane biogenesis,GO:0016559~peroxisome fission,GO:0044375~regulation of peroxisome size,GO:0050873~brown fat cell differentiation,	GO:0005777~peroxisome,GO:0005778~peroxisomal membrane,GO:0005779~integral component of peroxisomal membrane,GO:0032991~macromolecular complex,	GO:0005515~protein binding,GO:0042803~protein homodimerization activity,
PXMP2	peroxisomal membrane protein 2(PXMP2)	Homo sapiens		GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005778~peroxisomal membrane,GO:0005829~cytosol,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0032991~macromolecular complex,	GO:0005515~protein binding,
PECR	peroxisomal trans-2-enoyl-CoA reductase(PECR)	Homo sapiens	GO:0006633~fatty acid biosynthetic process,GO:0033306~phytol metabolic process,	GO:0005739~mitochondrion,GO:0005777~peroxisome,GO:0005778~peroxisomal membrane,GO:0005829~cytosol,	GO:0005102~receptor binding,GO:0016491~oxidoreductase activity,GO:0019166~trans-2-enoyl-CoA reductase (NADPH) activity,
PPARG	peroxisome proliferator activated receptor gamma(PPARG)	Homo sapiens	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001890~placenta development,GO:0002674~negative regulation of acute inflammatory response,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006629~lipid metabolic process,GO:0006631~fatty acid metabolic process,GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0007165~signal transduction,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007507~heart development,GO:0007584~response to nutrient,GO:0008217~regulation of blood pressure,GO:0009409~response to cold,GO:0009612~response to mechanical stimulus,GO:0009755~hormone-mediated signaling pathway,GO:0010628~positive regulation of gene expression,GO:0010629~negative regulation of gene expression,GO:0010742~macrophage derived foam cell differentiation,GO:0010745~negative regulation of macrophage derived foam cell differentiation,GO:0010862~positive regulation of pathway-restricted SMAD protein phosphorylation,GO:0010875~positive regulation of cholesterol efflux,GO:0010887~negative regulation of cholesterol storage,GO:0010888~negative regulation of lipid storage,GO:0010891~negative regulation of sequestering of triglyceride,GO:0015909~long-chain fatty acid transport,GO:0016525~negative regulation of angiogenesis,GO:0019216~regulation of lipid metabolic process,GO:0019395~fatty acid oxidation,GO:0030154~cell differentiation,GO:0030224~monocyte differentiation,GO:0030308~negative regulation of cell growth,GO:0030509~BMP signaling pathway,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0030514~negative regulation of BMP signaling pathway,GO:0030855~epithelial cell differentiation,GO:0031000~response to caffeine,GO:0031100~animal organ regeneration,GO:0032869~cellular response to insulin stimulus,GO:0032966~negative regulation of collagen biosynthetic process,GO:0033189~response to vitamin A,GO:0033993~response to lipid,GO:0035357~peroxisome proliferator activated receptor signaling pathway,GO:0035902~response to immobilization stress,GO:0042493~response to drug,GO:0042593~glucose homeostasis,GO:0042594~response to starvation,GO:0042752~regulation of circadian rhythm,GO:0042789~mRNA transcription from RNA polymerase II promoter,GO:0042953~lipoprotein transport,GO:0043065~positive regulation of apoptotic process,GO:0043388~positive regulation of DNA binding,GO:0043407~negative regulation of MAP kinase activity,GO:0043537~negative regulation of blood vessel endothelial cell migration,GO:0043627~response to estrogen,GO:0045087~innate immune response,GO:0045165~cell fate commitment,GO:0045600~positive regulation of fat cell differentiation,GO:0045668~negative regulation of osteoblast differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045923~positive regulation of fatty acid metabolic process,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046321~positive regulation of fatty acid oxidation,GO:0048384~retinoic acid receptor signaling pathway,GO:0048469~cell maturation,GO:0048511~rhythmic process,GO:0048662~negative regulation of smooth muscle cell proliferation,GO:0048714~positive regulation of oligodendrocyte differentiation,GO:0050728~negative regulation of inflammatory response,GO:0050872~white fat cell differentiation,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,GO:0051974~negative regulation of telomerase activity,GO:0055088~lipid homeostasis,GO:0060100~positive regulation of phagocytosis, engulfment,GO:0060336~negative regulation of interferon-gamma-mediated signaling pathway,GO:0060391~positive regulation of SMAD protein import into nucleus,GO:0060392~negative regulation of SMAD protein import into nucleus,GO:0060394~negative regulation of pathway-restricted SMAD protein phosphorylation,GO:0060694~regulation of cholesterol transporter activity,GO:0060965~negative regulation of gene silencing by miRNA,GO:0070165~positive regulation of adiponectin secretion,GO:0071300~cellular response to retinoic acid,GO:0071306~cellular response to vitamin E,GO:0071380~cellular response to prostaglandin E stimulus,GO:0071404~cellular response to low-density lipoprotein particle stimulus,GO:0071455~cellular response to hyperoxia,GO:0071456~cellular response to hypoxia,GO:0090258~negative regulation of mitochondrial fission,GO:1900076~regulation of cellular response to insulin stimulus,GO:1901558~response to metformin,GO:1902894~negative regulation of pri-miRNA transcription from RNA polymerase II promoter,GO:1902895~positive regulation of pri-miRNA transcription from RNA polymerase II promoter,GO:1903243~negative regulation of cardiac muscle hypertrophy in response to stress,GO:1903845~negative regulation of cellular response to transforming growth factor beta stimulus,GO:1904179~positive regulation of adipose tissue development,GO:1904597~negative regulation of connective tissue replacement involved in inflammatory response wound healing,GO:1904706~negative regulation of vascular smooth muscle cell proliferation,GO:1904893~negative regulation of STAT cascade,GO:1905461~positive regulation of vascular associated smooth muscle cell apoptotic process,GO:1905563~negative regulation of vascular endothelial cell proliferation,GO:1905599~positive regulation of low-density lipoprotein receptor activity,GO:2000230~negative regulation of pancreatic stellate cell proliferation,GO:2000272~negative regulation of receptor activity,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0043231~intracellular membrane-bounded organelle,GO:0043235~receptor complex,GO:0048471~perinuclear region of cytoplasm,GO:0090575~RNA polymerase II transcription factor complex,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001221~transcription cofactor binding,GO:0001227~transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003690~double-stranded DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding,GO:0004955~prostaglandin receptor activity,GO:0005515~protein binding,GO:0008022~protein C-terminus binding,GO:0008134~transcription factor binding,GO:0008270~zinc ion binding,GO:0019899~enzyme binding,GO:0019903~protein phosphatase binding,GO:0030331~estrogen receptor binding,GO:0042277~peptide binding,GO:0042802~identical protein binding,GO:0043565~sequence-specific DNA binding,GO:0043621~protein self-association,GO:0046872~metal ion binding,GO:0046965~retinoid X receptor binding,GO:0050544~arachidonic acid binding,GO:0050692~DBD domain binding,GO:0050693~LBD domain binding,GO:0051393~alpha-actinin binding,GO:0061629~RNA polymerase II sequence-specific DNA binding transcription factor binding,GO:0070412~R-SMAD binding,GO:0070888~E-box binding,GO:0097677~STAT family protein binding,
